OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
347,Polygon,2,347,2,Western Arterial Rd,125979,Hospitalisation,2010,August,Friday,15,Angle,Multi-Vehicle,152.991411,-27.410281,Western Arterial Rd,<Null>,Everton Park,Brisbane City,4053,Ferny Grove,North Brisbane,Brisbane,SEQ North,Metropolitan,Everton Park,Bald Hills - Everton Park,Brisbane - North,Major Cities,Everton,Brisbane,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,1,0,2,2,0,0,0,0,0,0,0.001202,0
348,Polygon,1,348,2,Zillmere Rd,63863,Hospitalisation,2010,November,Wednesday,17,Angle,Multi-Vehicle,153.018116,-27.35639,Zillmere Rd,<Null>,Aspley,Brisbane City,4034,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Aspley,Chermside,Brisbane - North,Major Cities,Aspley,Petrie,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001202,0
349,Polygon,2,349,2,Browns Plains Rd,98935,Hospitalisation,2011,April,Sunday,15,Angle,Multi-Vehicle,153.070795,-27.669485,Browns Plains Rd,<Null>,Heritage Park,Logan City,4118,Browns Plains,Logan,South Eastern,SEQ South,South Coast,Regents Park - Heritage Park,Browns Plains,Logan - Beaudesert,Major Cities,Woodridge,Rankin,Locally-controlled,Median Opening,Give way sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,4,0,0,4,2,0,0,0,0,0,0,0.001203,0
350,Polygon,2,350,2,Burpengary - Caboolture Rd,76438,Hospitalisation,2011,April,Tuesday,11,Angle,Multi-Vehicle,152.954025,-27.117674,Burpengary - Caboolture Rd,<Null>,Morayfield,Moreton Bay Region,4506,Caboolture,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Caboolture - South,Caboolture,Moreton Bay - North,Major Cities,Morayfield,Longman,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,4,0,0,4,2,0,0,0,0,0,0,0.0012,0
351,Polygon,1,351,2,Caboolture - Bribie Island Rd,76378,Hospitalisation,2011,January,Monday,12,Rear-end,Multi-Vehicle,153.031854,-27.072589,Caboolture - Bribie Island Rd,<Null>,Ningi,Moreton Bay Region,4511,Caboolture,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Beachmere - Sandstone Point,Bribie - Beachmere,Moreton Bay - North,Major Cities,Pumicestone,Longman,State-controlled,Merge Lane,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,2,0,0,2,3,0,1,0,0,0,0,0.0012,0
352,Polygon,1,352,2,Caboolture Connection Rd,76447,Hospitalisation,2011,April,Thursday,17,Rear-end,Multi-Vehicle,152.960198,-27.085143,Caboolture Connection Rd,<Null>,Caboolture,Moreton Bay Region,4510,Caboolture,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Caboolture,Caboolture,Moreton Bay - North,Major Cities,Morayfield,Longman,State-controlled,Merge Lane,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.0012,0
353,Polygon,3,353,2,Caloundra Rd,140408,Hospitalisation,2011,July,Tuesday,17,Angle,Multi-Vehicle,153.121735,-26.804107,Caloundra Rd,<Null>,Caloundra,Sunshine Coast Region,4551,Caloundra,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Caloundra - Kings Beach,Caloundra,Sunshine Coast,Major Cities,Caloundra,Fisher,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001198,0
354,Polygon,5,354,2,Cleveland - Redland Bay Rd,79244,Hospitalisation,2011,June,Friday,7,Angle,Multi-Vehicle,153.282161,-27.588939,Cleveland - Redland Bay Rd,<Null>,Victoria Point,Redland City,4165,Cleveland,South Brisbane,Brisbane,SEQ South,Metropolitan,Victoria Point,Cleveland - Stradbroke,Brisbane - East,Major Cities,Redlands,Bowman,State-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,0,0,0,1,0,0,0.002406,0
355,Polygon,1,355,2,Collingwood Rd,230552,Hospitalisation,2011,July,Friday,15,Hit object,Single Vehicle,152.07963,-27.380641,Collingwood Rd,<Null>,Hampton,Toowoomba Region,4352,Crows Nest,Darling Downs,Southern,Southern,Downs South West,Crows Nest - Rosalie,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Condamine,Maranoa,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001202,0
356,Polygon,2,356,2,Creek Rd,8414,Hospitalisation,2011,September,Sunday,23,Angle,Multi-Vehicle,153.100716,-27.498867,Creek Rd,<Null>,Carindale,Brisbane City,4152,Carina,South Brisbane,Brisbane,SEQ South,Metropolitan,Carina,Carindale,Brisbane - South,Major Cities,Chatsworth,Griffith,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Crest,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.002405,0
357,Polygon,1,357,2,Deception Bay Rd,107405,Hospitalisation,2011,February,Saturday,17,Hit object,Single Vehicle,153.021532,-27.191863,Deception Bay Rd,<Null>,Deception Bay,Moreton Bay Region,4508,Deception Bay,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Deception Bay,Narangba - Burpengary,Moreton Bay - North,Major Cities,Bancroft,Petrie,State-controlled,Median Opening,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,2,0,0,2,0,1,0,0,0,0,0,0.001201,0
358,Polygon,1,358,2,Eidsvold - Theodore Rd,253823,Fatal,2011,December,Friday,18,Hit pedestrian,Hit pedestrian,150.076613,-24.947633,Eidsvold - Theodore Rd,<Null>,Theodore,Banana Shire,4719,Theodore,Capricornia,Central,Central,Central Queensland,Banana,Biloela,Central Queensland,Outer Regional,Callide,Flynn,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,4,Ped'N: Play; Work; Stand; Lie On C'Way,Pedestrian,1,0,0,0,1,0,0,0,0,0,1,1,0.001188,0
359,Polygon,1,359,2,Enterprise St,172825,Fatal,2011,April,Monday,15,Angle,Multi-Vehicle,153.377032,-27.978194,Enterprise St,<Null>,Molendinar,Gold Coast City,4214,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Molendinar,Southport,Gold Coast,Major Cities,Southport,Moncrieff,Locally-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,207,Veh'S Opposite Approach: U-Turn,U-turn,2,0,0,0,2,3,1,0,0,0,0,0,0.001205,0
360,Polygon,2,360,2,Griffith Arterial Rd,47065,Hospitalisation,2011,November,Monday,10,Angle,Multi-Vehicle,153.068661,-27.561342,Griffith Arterial Rd,<Null>,Macgregor,Brisbane City,4109,Upper Mount Gravatt,South Brisbane,Brisbane,SEQ South,Metropolitan,Macgregor (qld),Mt Gravatt,Brisbane - South,Major Cities,Toohey,Moreton,State-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,2,0,0,2,2,0,0,0,0,0,0,0.001203,0
361,Polygon,1,361,2,Gympie Rd,39558,Hospitalisation,2011,January,Wednesday,17,Angle,Multi-Vehicle,153.008922,-27.334521,Gympie Rd,<Null>,Bald Hills,Brisbane City,4036,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Bald Hills,Bald Hills - Everton Park,Brisbane - North,Major Cities,Aspley,Petrie,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,3,0,0,3,2,0,0,0,0,0,0,0.001201,0
362,Polygon,1,362,2,Handford Rd,64105,Hospitalisation,2011,September,Friday,17,Angle,Multi-Vehicle,153.040173,-27.348701,Handford Rd,<Null>,Taigum,Brisbane City,4018,Carseldine,North Brisbane,Brisbane,SEQ North,Metropolitan,Taigum - Fitzgibbon,Sandgate,Brisbane - North,Major Cities,Sandgate,Lilley,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.001201,0
363,Polygon,1,363,2,Hays Rd,214870,Hospitalisation,2011,May,Thursday,13,Head-on,Multi-Vehicle,151.64317,-26.710988,Hays Rd,<Null>,Kumbia,South Burnett Region,4610,Kumbia,South West,Southern,Southern,North Coast and Wide Bay/Burnett,Kingaroy Region - South,Burnett,Wide Bay,Outer Regional,Nanango,Maranoa,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,1,2,2,0,0,0,0,0,0,0.001198,0
364,Polygon,1,364,2,Ipswich Rd,55207,Hospitalisation,2011,August,Tuesday,17,Angle,Multi-Vehicle,153.035513,-27.499396,Ipswich Rd,<Null>,Woolloongabba,Brisbane City,4102,Dutton Park,South Brisbane,Brisbane,SEQ South,Metropolitan,Woolloongabba,Holland Park - Yeronga,Brisbane - South,Major Cities,South Brisbane,Griffith,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.001202,0
365,Polygon,1,365,2,Jinker Track,67055,Hospitalisation,2011,March,Thursday,9,Hit object,Single Vehicle,152.962963,-27.373592,Jinker Track,<Null>,Bunya,Moreton Bay Region,4055,Albany Creek,North Brisbane,Brisbane,SEQ North,North Coast and Wide Bay/Burnett,The Hills District,The Hills District,Moreton Bay - South,Major Cities,Everton,Dickson,Locally-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,1,2,1,0,0,0,0,0,0,0.001202,0
366,Polygon,1,366,2,Kondaparinga Rd,299492,Hospitalisation,2011,June,Saturday,13,Hit parked vehicle,Single Vehicle,144.837108,-16.625029,Kondaparinga Rd,<Null>,Hurricane,Mareeba Shire,4871,Mount Molloy,Far North,Northern,Northern,North Queensland,Tablelands,Far North,Queensland - Outback,Very Remote,Cook,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Level,608,Veh'S On Path: Accident Or Broken Down,Hit parked vehicle,0,1,0,0,1,0,2,0,0,0,0,0,0.001155,0
367,Polygon,1,367,2,Lake Morris Rd,290837,Hospitalisation,2011,July,Tuesday,23,Hit object,Single Vehicle,145.719182,-16.937168,Lake Morris Rd,<Null>,Mooroobool,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Kanimbla - Mooroobool,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001156,0
368,Polygon,1,368,2,Lamington National Park Rd,141275,Hospitalisation,2011,May,Sunday,13,Hit object,Single Vehicle,153.139521,-28.039832,Lamington National Park Rd,<Null>,Canungra,Scenic Rim Region,4275,Canungra,Logan,South Eastern,SEQ South,South Coast,Tamborine - Canungra,Gold Coast Hinterland,Gold Coast,Inner Regional,Scenic Rim,Wright,State-controlled,Forestry/National Park Road,No traffic control,80 - 90 km/h,Unsealed - Wet,Raining,Daylight,Curved - view open,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001206,0
369,Polygon,1,369,2,Main St,212275,Hospitalisation,2011,May,Wednesday,9,Angle,Multi-Vehicle,152.837893,-25.289465,Main St,<Null>,Urraween,Fraser Coast Region,4655,Hervey Bay,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Pialba - Eli Waters,Hervey Bay,Wide Bay,Inner Regional,Hervey Bay,Hinkler,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,2,0,0,0,0,0,0,0.00119,0
370,Polygon,1,370,2,Margaret St,227798,Hospitalisation,2011,May,Wednesday,15,Angle,Multi-Vehicle,151.949892,-27.560563,Margaret St,<Null>,Toowoomba City,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba North,Groom,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,0,1,1,1,0,0,0,0,0,0.001203,0
371,Polygon,2,371,2,Mount Glorious Rd,80657,Hospitalisation,2011,January,Saturday,16,Hit object,Single Vehicle,152.741862,-27.293549,Mount Glorious Rd,<Null>,Laceys Creek,Moreton Bay Region,4521,Dayboro,North Brisbane,Brisbane,SEQ North,North Coast and Wide Bay/Burnett,Dayboro,The Hills District,Moreton Bay - South,Inner Regional,Pine Rivers,Dickson,Not coded,Forestry/National Park Road,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.002402,0
372,Polygon,1,372,2,Nerang St,172819,Hospitalisation,2011,March,Wednesday,6,Angle,Multi-Vehicle,153.409093,-27.970327,Nerang St,<Null>,Southport,Gold Coast City,4215,Southport,Gold Coast,South Eastern,SEQ South,South Coast,Southport - North,Southport,Gold Coast,Major Cities,Southport,Moncrieff,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,0,1,2,2,0,0,0,0,0,0,0.001205,0
373,Polygon,2,373,2,Nicklin Wy,185322,Hospitalisation,2011,May,Saturday,17,Angle,Multi-Vehicle,153.123778,-26.772691,Nicklin Wy,<Null>,Currimundi,Sunshine Coast Region,4551,Kawana Waters,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Aroona - Currimundi,Caloundra,Sunshine Coast,Major Cities,Kawana,Fisher,State-controlled,Median Opening,Operating traffic lights,70 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,3,0,0,3,2,0,0,0,0,0,0,0.001198,0
374,Polygon,1,374,2,Old Telegraph Track,303733,Hospitalisation,2011,July,Sunday,14,Head-on,Multi-Vehicle,142.377462,-11.211295,Old Telegraph Track,<Null>,Mapoon,Cook Shire,4874,Weipa,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,1,1,0,0,0,0,0,0.001142,0
375,Polygon,1,375,2,Peach Trees Rd,149769,Hospitalisation,2011,August,Sunday,13,Overturned,Single Vehicle,152.457332,-26.652921,Peach Trees Rd,<Null>,Jimna,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Outer Regional,Nanango,Blair,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,1,2,1,0,0,0,0,0,0,0.001198,0
376,Polygon,2,376,2,Progress Rd,314242,Fatal,2011,September,Monday,16,Hit object,Single Vehicle,152.928126,-27.589941,Progress Rd,<Null>,Wacol,Brisbane City,4076,Mount Ommaney,South Brisbane,Brisbane,SEQ South,Metropolitan,Wacol,Forest Lake - Oxley,Ipswich,Major Cities,Inala,Oxley,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,1,0,0,0,1,0,1,0,0,0,0,0,0.001203,0
377,Polygon,1,377,2,Queens Rd,95555,Hospitalisation,2011,July,Thursday,23,Hit object,Single Vehicle,153.130961,-27.651904,Queens Rd,<Null>,Slacks Creek,Logan City,4127,Logan Central,Logan,South Eastern,SEQ South,South Coast,Slacks Creek,Springwood - Kingston,Logan - Beaudesert,Major Cities,Waterford,Rankin,Locally-controlled,Median Opening,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,3,0,0,3,1,0,0,0,0,0,0,0.001203,0
378,Polygon,1,378,2,Saint Rd,76450,Hospitalisation,2011,May,Sunday,16,Fall from vehicle,Single Vehicle,153.029651,-27.06932,Saint Rd,<Null>,Ningi,Moreton Bay Region,4511,Caboolture,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Beachmere - Sandstone Point,Bribie - Beachmere,Moreton Bay - North,Major Cities,Pumicestone,Longman,Locally-controlled,Forestry/National Park Road,No traffic control,0 - 50 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,1,0,0,0,0,0,0.0012,0
379,Polygon,1,379,2,Sandgate Sub-Arterial Rd,64043,Hospitalisation,2011,June,Tuesday,14,Sideswipe,Multi-Vehicle,153.060352,-27.350997,Sandgate Sub-Arterial Rd,<Null>,Boondall,Brisbane City,4034,Boondall,North Brisbane,Brisbane,SEQ North,Metropolitan,Boondall,Nundah,Brisbane - North,Major Cities,Nudgee,Lilley,State-controlled,Merge Lane,No traffic control,70 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,306,Veh'S Same Direction: Lane Change Right,Lane changes,0,1,0,0,1,1,0,1,0,0,0,0,0.001201,0
380,Polygon,1,380,2,Simpson St,306390,Hospitalisation,2011,December,Tuesday,7,Angle,Multi-Vehicle,139.494232,-20.727073,Simpson St,<Null>,Mount Isa City,Mount Isa City,4825,Mount Isa,Mount Isa,Northern,Northern,North Queensland,Mount Isa,Outback - North,Queensland - Outback,Remote,Traeger,Kennedy,Locally-controlled,Median Opening,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,1,1,0,0,0,0,0,0.00117,0
381,Polygon,1,381,2,Six Mile Rd,238908,Hospitalisation,2011,July,Saturday,13,Hit object,Single Vehicle,148.814435,-26.619732,Six Mile Rd,<Null>,Bungil,Maranoa Region,4455,Roma,South West,Southern,Southern,Downs South West,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view open,Level,800,Off Path-Curve: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001197,0
382,Polygon,1,382,2,Sutties Gap Rd,298572,Hospitalisation,2011,June,Saturday,14,Hit object,Single Vehicle,145.639021,-17.652452,Sutties Gap Rd,<Null>,Palmerston,Tablelands Region,4860,Millaa Millaa,Far North,Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Dip,800,Off Path-Curve: Other,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.001159,0
383,Polygon,1,383,2,Tableland Rd,241340,Hospitalisation,2011,July,Sunday,14,Hit object,Single Vehicle,151.090857,-24.160743,Tableland Rd,<Null>,Wooderson,Gladstone Region,4680,Calliope,Capricornia,Central,Central,Central Queensland,Gladstone Hinterland,Gladstone,Central Queensland,Outer Regional,Callide,Flynn,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001185,0
384,Polygon,1,384,2,Town Centre Dr,163519,Hospitalisation,2011,July,Tuesday,13,Angle,Multi-Vehicle,153.337722,-27.925284,Town Centre Dr,<Null>,Helensvale,Gold Coast City,4212,Coomera,Gold Coast,South Eastern,SEQ South,South Coast,Helensvale,Ormeau - Oxenford,Gold Coast,Major Cities,Bonney,Fadden,Locally-controlled,Median Opening,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.001205,0
385,Polygon,1,385,2,Unnamed Forestry Rd,187654,Hospitalisation,2011,October,Friday,11,Hit object,Single Vehicle,152.322296,-27.302145,Unnamed Forestry Rd,<Null>,Redbank Creek,Somerset Region,4312,Esk,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Esk,Ipswich Hinterland,Ipswich,Inner Regional,Nanango,Blair,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view obscured,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.001201,0
386,Polygon,1,386,2,Waterpark Rd,254968,Hospitalisation,2011,September,Saturday,15,Rear-end,Multi-Vehicle,150.664508,-22.846807,Waterpark Rd,<Null>,Byfield,Livingstone Shire,4703,Yeppoon,Capricornia,Central,Central,Central Queensland,Rockhampton Region - North,Rockhampton,Central Queensland,Outer Regional,Keppel,Capricornia,Locally-controlled,Forestry/National Park Road,No traffic control,60 km/h,Unsealed - Dry,Clear,Daylight,Curved - view open,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.001178,0
387,Polygon,1,387,2,Wreck Rock Rd,306960,Hospitalisation,2011,August,Sunday,13,Hit object,Single Vehicle,151.960581,-24.31851,Wreck Rock Rd,<Null>,Deepwater,Gladstone Region,4674,Agnes Water,Capricornia,Central,Central,Central Queensland,Agnes Water - Miriam Vale,Gladstone,Central Queensland,Outer Regional,Burnett,Flynn,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Straight,Level,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001185,0
388,Polygon,3,388,2,Wynnum Rd,36285,Hospitalisation,2011,February,Friday,6,Angle,Multi-Vehicle,153.098316,-27.469909,Wynnum Rd,<Null>,Cannon Hill,Brisbane City,4170,Morningside,South Brisbane,Brisbane,SEQ South,Metropolitan,Murarrie,Wynnum - Manly,Brisbane - East,Major Cities,Bulimba,Bonner,Locally-controlled,Median Opening,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,406,Veh'S Manoeuvring: Leaving Driveway,Vehicle leaving driveway,0,1,0,0,1,1,0,0,0,1,0,0,0.001202,0
389,Polygon,1,389,2,Airport Dr,121536,Hospitalisation,2012,May,Thursday,5,Rear-end,Multi-Vehicle,153.08166,-27.412543,Airport Dr,<Null>,Brisbane Airport,Brisbane City,4008,Hendra,North Brisbane,Brisbane,SEQ North,Metropolitan,Brisbane Airport,Nundah,Brisbane - North,Major Cities,Clayfield,Lilley,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Wet,Clear,Darkness - Lighted,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,2,1,0,3,4,0,1,0,0,0,0,0.001202,0
390,Polygon,1,390,2,Ann St,20928,Hospitalisation,2012,January,Thursday,2,Hit pedestrian,Hit pedestrian,153.033352,-27.459999,Ann St,<Null>,Fortitude Valley,Brisbane City,4006,Fortitude Valley,North Brisbane,Brisbane,SEQ North,Metropolitan,Fortitude Valley,Brisbane Inner,Brisbane Inner City,Major Cities,Mcconnel,Brisbane,Locally-controlled,Merge Lane,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Grade,1,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.001202,0
391,Polygon,1,391,2,Bamaga Rd,303746,Fatal,2012,July,Wednesday,14,Head-on,Multi-Vehicle,142.693442,-11.704387,Bamaga Rd,<Null>,Shelburne,Cook Shire,4874,Weipa,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Very Remote,Cook,Leichhardt,Locally-controlled,Forestry/National Park Road,No traffic control,100 - 110 km/h,Unsealed - Wet,Raining,Daylight,Curved - view obscured,Level,201,Veh'S Opposite Approach: Head On,Head-on,1,1,1,2,5,2,0,0,0,0,0,0,0.001143,0
