OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
261,Polygon,3,261,2,Palmerston Hwy,302825,Hospitalisation,2008,May,Friday,15,Hit object,Single Vehicle,145.743792,-17.595021,Palmerston Hwy,<Null>,Palmerston,Cassowary Coast Region,4860,South Johnstone,Far North,Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,1,0,2,1,0,0,0,0,0,0,0.002317,0
262,Polygon,14,262,2,Peak Downs Hwy,258412,Hospitalisation,2008,July,Tuesday,5,Overturned,Single Vehicle,148.939779,-21.345926,Peak Downs Hwy,<Null>,Hazledean,Mackay Region,4741,Eton,Mackay,Central,Central,Central Queensland,Walkerston - Eton,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,0,0,1,0,0,0,0,0.015257,0.000001
263,Polygon,3,263,2,Scenic Hwy,242833,Hospitalisation,2008,January,Sunday,17,Hit pedestrian,Hit pedestrian,150.790076,-23.21116,Scenic Hwy,<Null>,Kinka Beach,Livingstone Shire,4703,Emu Park,Capricornia,Central,Central,Central Queensland,Emu Park,Rockhampton,Central Queensland,Inner Regional,Keppel,Capricornia,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,1,Ped'N: Near Side Vehicle Hit From Right,Pedestrian,0,1,0,0,1,1,0,0,0,0,1,0,0.00354,0
264,Polygon,59,264,2,Warrego Hwy,151148,Hospitalisation,2008,October,Monday,3,Hit object,Single Vehicle,152.500174,-27.550344,Warrego Hwy,Westray St,Prenzlau,Somerset Region,4311,Marburg,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view open,Level,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.057946,0.000006
265,Polygon,1,265,2,Warrego Hwy On Ramp,190895,Hospitalisation,2008,March,Wednesday,8,Rear-end,Multi-Vehicle,152.126737,-27.553229,Warrego Hwy On Ramp,<Null>,Helidon,Lockyer Valley Region,4344,Helidon,Darling Downs,Southern,SEQ South,Downs South West,Lockyer Valley - West,Toowoomba,Toowoomba,Inner Regional,Lockyer,Wright,State-controlled,Intersection - Interchange,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,2,0,0,2,2,0,0,0,0,0,0,0.001203,0
266,Polygon,5,266,2,Wide Bay Hwy,208852,Hospitalisation,2008,August,Monday,12,Hit object,Single Vehicle,152.528582,-26.096444,Wide Bay Hwy,<Null>,Bells Bridge,Gympie Region,4570,Kilkivan,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gympie Region,Gympie - Cooloola,Wide Bay,Inner Regional,Gympie,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Dip,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.005972,0.000001
267,Polygon,1,267,2,Balonne Hwy,239116,Hospitalisation,2009,April,Saturday,14,Hit object,Single Vehicle,147.45445,-28.028034,Balonne Hwy,<Null>,Bollon,Balonne Shire,4488,Bollon,South West,Southern,Southern,Downs South West,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,3,0,1,4,1,0,0,0,0,0,0,0.001205,0
268,Polygon,9,268,2,Barkly Hwy,304313,Hospitalisation,2009,February,Friday,10,Overturned,Single Vehicle,138.758895,-20.07175,Barkly Hwy,<Null>,Barkly,Mount Isa City,4825,Camooweal,Mount Isa,Northern,Northern,North Queensland,Mount Isa Region,Outback - North,Queensland - Outback,Very Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,2,0,0,2,1,0,0,0,0,0,0,0.009353,0.000001
269,Polygon,3,269,2,Barwon Hwy,231913,Hospitalisation,2009,April,Wednesday,11,Overturned,Single Vehicle,149.784551,-28.433335,Barwon Hwy,<Null>,Toobeah,Goondiwindi Region,4498,Talwood,Darling Downs,Southern,Southern,Downs South West,Inglewood - Waggamba,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.002415,0
270,Polygon,10,270,2,Brisbane Valley Hwy,151180,Hospitalisation,2009,March,Friday,16,Head-on,Multi-Vehicle,152.637083,-27.439776,Brisbane Valley Hwy,Wivenhoe - Somerset Rd,Fernvale,Somerset Region,4306,Lowood,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,1,0,2,2,0,0,0,0,0,0,0.009608,0.000001
271,Polygon,491,271,2,Bruce Hwy,144275,Hospitalisation,2009,December,Sunday,17,Rear-end,Multi-Vehicle,152.963075,-26.553705,Bruce Hwy,Isis Hwy,Yandina,Sunshine Coast Region,4561,Nambour,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Nicklin,Fairfax,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,305,Veh'S Same Direction: Lane Side Swipe,Lane changes,0,1,0,0,1,2,0,0,0,0,0,0,0.321167,0.00003
272,Polygon,6,272,2,Bruce Hwy Off Ramp,150409,Hospitalisation,2009,January,Thursday,11,Overturned,Single Vehicle,153.041484,-26.771773,Bruce Hwy Off Ramp,Gympie - Brooloo Rd,Glenview,Sunshine Coast Region,4553,Beerwah,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Landsborough,Sunshine Coast Hinterland,Sunshine Coast,Inner Regional,Caloundra,Fisher,State-controlled,Intersection - Interchange,No traffic control,80 - 90 km/h,Sealed - Wet,Raining,Daylight,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.002393,0
273,Polygon,1,273,2,Bruce Hwy On Ramp,273499,Hospitalisation,2009,January,Tuesday,7,Fall from vehicle,Single Vehicle,146.727405,-19.327519,Bruce Hwy On Ramp,<Null>,Condon,Townsville City,4815,Kirwan,Townsville,Northern,Northern,North Queensland,Condon - Rasmussen,Townsville,Townsville,Outer Regional,Thuringowa,Herbert,State-controlled,Intersection - Interchange,No traffic control,70 km/h,Sealed - Dry,Fog,Daylight,Curved - view open,Level,901,Pass & Misc: Fell In/From Vehicle,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.001164,0
274,Polygon,2,274,2,Bruce Hwy Service Rd,271020,Hospitalisation,2009,March,Thursday,9,Hit pedestrian,Hit pedestrian,147.414046,-19.665745,Bruce Hwy Service Rd,Charlotte Cl,Home Hill,Burdekin Shire,4806,Home Hill,Townsville,Northern,Northern,North Queensland,Burdekin,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Burdekin,Dawson,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,0,Ped'N: Hit Other,Other,0,1,0,0,1,1,0,0,0,0,1,0,0.002322,0
275,Polygon,13,275,2,Bunya Hwy,214202,Hospitalisation,2009,August,Thursday,16,Angle,Multi-Vehicle,151.835954,-26.542377,Bunya Hwy,Markwell St,Kingaroy,South Burnett Region,4610,Kingaroy,South West,Southern,Southern,North Coast and Wide Bay/Burnett,Kingaroy,Burnett,Wide Bay,Inner Regional,Nanango,Maranoa,State-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,1,0,0,0,1,0,0,0.01091,0.000001
276,Polygon,20,276,2,Burnett Hwy,206054,Hospitalisation,2009,March,Wednesday,12,Overturned,Single Vehicle,151.644032,-25.621476,Burnett Hwy,Mccanns Rd,Gayndah,North Burnett Region,4625,Gayndah,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.021371,0.000002
277,Polygon,37,277,2,Capricorn Hwy,240103,Hospitalisation,2009,June,Sunday,14,Hit object,Single Vehicle,147.14524,-23.65443,Capricorn Hwy,Selma Rd,Port Wine,Barcaldine Region,4724,Alpha,South West,Southern,Central,Central Queensland,Barcaldine - Blackall,Outback - South,Queensland - Outback,Very Remote,Gregory,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Crest,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,1,0,2,1,0,0,0,0,0,0,0.036635,0.000003
278,Polygon,96,278,2,Captain Cook Hwy,286084,Hospitalisation,2009,January,Sunday,12,Angle,Multi-Vehicle,145.755543,-16.899019,Captain Cook Hwy,O'Keefe St,Cairns North,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Intersection - T-Junction,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,107,Veh'S Adjacent Approach: Thru-Left,Intersection from adjacent approaches,0,1,0,0,1,2,0,0,0,0,0,0,0.046385,0.000004
279,Polygon,6,279,2,Carnarvon Hwy,238062,Hospitalisation,2009,October,Wednesday,12,Hit object,Single Vehicle,148.552128,-25.931545,Carnarvon Hwy,<Null>,Gunnewin,Maranoa Region,4455,Injune,South West,Southern,Southern,Downs South West,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.007159,0.000001
280,Polygon,25,280,2,Cunningham Hwy,186792,Hospitalisation,2009,December,Saturday,16,Overturned,Single Vehicle,152.445965,-28.047971,Cunningham Hwy,Leichhardt Hwy,Tarome,Scenic Rim Region,4309,Boonah,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,801,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.018331,0.000002
281,Polygon,38,281,2,D'Aguilar Hwy,149427,Hospitalisation,2009,July,Tuesday,16,Rear-end,Multi-Vehicle,152.669234,-26.934074,D'Aguilar Hwy,Mary Smokes Creek Rd,Royston,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,2,0,0,2,2,0,0,0,0,0,0,0.026367,0.000002
282,Polygon,1,282,2,D'Aguilar Hwy Service Rd,149709,Hospitalisation,2009,May,Monday,15,Fall from vehicle,Single Vehicle,152.565454,-26.942817,D'Aguilar Hwy Service Rd,<Null>,Kilcoy,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,Locally-controlled,No Roadway Feature,No traffic control,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,901,Pass & Misc: Fell In/From Vehicle,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.001199,0
283,Polygon,26,283,2,Dawson Hwy,240313,Fatal,2009,May,Thursday,13,Head-on,Multi-Vehicle,150.183469,-24.452431,Dawson Hwy,Valley View Dr,Banana,Banana Shire,4702,Moura,Capricornia,Central,Central,Central Queensland,Banana,Biloela,Central Queensland,Outer Regional,Callide,Flynn,State-controlled,Bridge/Causeway,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,1,0,2,0,3,1,0,1,0,0,0,0,0.023352,0.000002
284,Polygon,1,284,2,Donohue Hwy,255979,Hospitalisation,2009,June,Tuesday,15,Hit object,Single Vehicle,138.624983,-22.619532,Donohue Hwy,<Null>,Toko,Boulia Shire,4829,Boulia,Mount Isa,Northern,Central,Central Queensland,Far Central West,Outback - South,Queensland - Outback,Very Remote,Gregory,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Unsealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.001177,0
285,Polygon,23,285,2,Flinders Hwy,269659,Hospitalisation,2009,October,Friday,19,Angle,Multi-Vehicle,146.272401,-20.078051,Flinders Hwy,Millchester Rd,Queenton,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Charters Towers,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Traeger,Kennedy,State-controlled,Intersection - Cross,Stop sign,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Curved - view obscured,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,2,0,0,2,2,0,0,0,0,0,0,0.023352,0.000002
286,Polygon,20,286,2,Gore Hwy,222841,Fatal,2009,August,Sunday,12,Angle,Multi-Vehicle,151.895107,-27.606083,Gore Hwy,Toowoomba - Karara Rd,Drayton,Toowoomba Region,4350,Drayton,Darling Downs,Southern,Southern,Downs South West,Drayton - Harristown,Toowoomba,Toowoomba,Inner Regional,Condamine,Groom,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,2,0,0,0,2,1,1,0,0,0,0,0,0.016863,0.000002
287,Polygon,6,287,2,Gregory Hwy,242480,Hospitalisation,2009,November,Tuesday,17,Head-on,Multi-Vehicle,148.170723,-23.557089,Gregory Hwy,<Null>,Emerald,Central Highlands Region,4720,Emerald,Capricornia,Central,Central,Central Queensland,Emerald,Central Highlands (qld),Central Queensland,Outer Regional,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,2,0,0,2,1,0,1,0,0,0,0,0.005909,0.000001
288,Polygon,18,288,2,Isis Hwy,200001,Hospitalisation,2009,February,Friday,23,Hit object,Single Vehicle,152.052113,-25.486328,Isis Hwy,Kevin Livingston Dr,Biggenden,North Burnett Region,4621,Biggenden,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,700,Off Path-Straight: Other,Other,0,1,0,0,1,1,0,0,0,0,0,0,0.016661,0.000002
289,Polygon,37,289,2,Kennedy Hwy,284986,Hospitalisation,2009,July,Thursday,11,Angle,Multi-Vehicle,145.469474,-17.191018,Kennedy Hwy,Northey Rd,Tolga,Tablelands Region,4882,Atherton,Far North,Northern,Northern,North Queensland,Atherton,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,506,Veh'S Overtaking: Overtake-Right Turn,Overtaking same direction,0,1,0,0,1,1,1,0,0,0,0,0,0.026599,0.000002
290,Polygon,12,290,2,Landsborough Hwy,239940,Hospitalisation,2009,February,Wednesday,10,Hit object,Single Vehicle,147.035269,-26.375354,Landsborough Hwy,<Null>,Morven,Murweh Shire,4468,Morven,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Smoke/Dust,Daylight,Straight,Grade,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.014156,0.000001
291,Polygon,14,291,2,Leichhardt Hwy,232109,Hospitalisation,2009,June,Thursday,14,Hit object,Single Vehicle,150.353886,-27.890127,Leichhardt Hwy,<Null>,Moonie,Goondiwindi Region,4406,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Tara,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,704,Off Path-Straight:Right Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.015506,0.000001
292,Polygon,2,292,2,Mitchell Hwy,239597,Hospitalisation,2009,January,Wednesday,15,Overturned,Single Vehicle,145.975388,-27.30619,Mitchell Hwy,<Null>,Wyandra,Paroo Shire,4489,Wyandra,South West,Southern,Southern,Downs South West,Far South West,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,502,Veh'S Overtaking: Out Of Control,Off carriageway on straight,0,3,0,0,3,1,0,0,0,0,0,0,0.002404,0
293,Polygon,8,293,2,Moonie Hwy,230043,Hospitalisation,2009,September,Thursday,16,Rear-end,Multi-Vehicle,150.99453,-27.318852,Moonie Hwy,Wilkes St,Ducklo,Western Downs Region,4405,Dalby,South West,Southern,Southern,Downs South West,Wambo,Darling Downs - East,Darling Downs - Maranoa,Inner Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,303,Veh'S Same Direction: Right Rear,Rear-end,0,1,0,0,1,1,0,1,0,0,0,0,0.008075,0.000001
294,Polygon,13,294,2,Mt Lindesay Hwy,67959,Hospitalisation,2009,March,Monday,5,Head-on,Multi-Vehicle,152.994142,-27.979599,Mt Lindesay Hwy,<Null>,Beaudesert,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Wet,Raining,Darkness - Lighted,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,2,0,3,3,0,0,0,0,0,0,0.01326,0.000001
295,Polygon,4,295,2,Mulligan Hwy,292629,Hospitalisation,2009,May,Saturday,12,Fall from vehicle,Single Vehicle,145.220869,-15.650311,Mulligan Hwy,<Null>,Rossville,Cook Shire,4895,Cooktown,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Remote,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,0,1,0,0,1,0,1,0,0,0,0,0,0.00461,0
296,Polygon,51,296,2,New England Hwy,220832,Hospitalisation,2009,September,Sunday,11,Sideswipe,Multi-Vehicle,151.95046,-27.578386,New England Hwy,South St,South Toowoomba,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,State-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,3,0,0,0,0,0,0,0.039038,0.000004
297,Polygon,1,297,2,Old Bruce Hwy,220091,Hospitalisation,2009,February,Sunday,10,Fall from vehicle,Single Vehicle,152.597106,-25.961776,Old Bruce Hwy,<Null>,Kanigan,Gympie Region,4570,Tiaro,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Maryborough Region - South,Maryborough,Wide Bay,Inner Regional,Gympie,Wide Bay,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,0,1,0,0,0,0,0,0.001194,0
298,Polygon,1,298,2,Old Flinders Hwy,278472,Fatal,2009,July,Tuesday,18,Overturned,Single Vehicle,146.835321,-19.549556,Old Flinders Hwy,<Null>,Barringha,Townsville City,4816,Stuart,Townsville,Northern,Northern,North Queensland,Townsville - South,Townsville,Townsville,Outer Regional,Burdekin,Kennedy,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,1,0,0,0,1,1,0,0,0,0,0,0,0.001165,0
299,Polygon,1,299,2,Old Warrego Hwy,235804,Hospitalisation,2009,May,Sunday,14,Hit object,Single Vehicle,151.087971,-27.066084,Old Warrego Hwy,<Null>,Macalister,Western Downs Region,4406,Dalby,South West,Southern,Southern,Downs South West,Wambo,Darling Downs - East,Darling Downs - Maranoa,Outer Regional,Warrego,Maranoa,Locally-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,400,Veh'S Manoeuvring: Other,Other,0,1,0,0,1,0,1,0,0,0,0,0,0.0012,0
300,Polygon,4,300,2,Palmerston Hwy,302837,Hospitalisation,2009,March,Friday,10,Angle,Multi-Vehicle,145.883535,-17.57382,Palmerston Hwy,Rainforest Falls Rd,East Palmerston,Cassowary Coast Region,4860,South Johnstone,Far North,Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Grade,308,Veh'S Same Direction: Right Turn S/Swipe,Parallel lanes turning,0,1,1,0,2,2,0,0,0,0,0,0,0.004633,0
301,Polygon,15,301,2,Peak Downs Hwy,258360,Fatal,2009,December,Sunday,12,Hit object,Single Vehicle,148.93998,-21.33529,Peak Downs Hwy,Rocky Waterhole - Wollingford Rd,Eton,Mackay Region,4741,Eton,Mackay,Central,Central,Central Queensland,Walkerston - Eton,Mackay,Mackay - Isaac - Whitsunday,Outer Regional,Mirani,Capricornia,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,804,Off Path-Curve: Off Cway Lt Bend Hit Obj,Off carriageway on curve hit object,1,0,0,0,1,1,0,0,0,0,0,0,0.011725,0.000001
302,Polygon,1,302,2,Scenic Hwy,242858,Hospitalisation,2009,July,Tuesday,10,Angle,Multi-Vehicle,150.794496,-23.230117,Scenic Hwy,Western Yeppoon - Emu Park Rd,Kinka Beach,Livingstone Shire,4703,Emu Park,Capricornia,Central,Central,Central Queensland,Emu Park,Rockhampton,Central Queensland,Inner Regional,Keppel,Capricornia,Locally-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,1,0,0,1,2,0,0,0,0,0,0,0.00118,0
303,Polygon,1,303,2,Sunshine Mwy,144273,Hospitalisation,2009,December,Friday,15,Rear-end,Multi-Vehicle,153.073085,-26.535752,Sunshine Mwy,Yandina - Coolum Rd,Coolum Beach,Sunshine Coast Region,4573,Coolum,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Ninderry,Fairfax,State-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,1,0,1,0,0,0,0,0.001197,0
304,Polygon,69,304,2,Warrego Hwy,151205,Hospitalisation,2009,June,Wednesday,17,Angle,Multi-Vehicle,152.499467,-27.5505,Warrego Hwy,<Null>,Prenzlau,Somerset Region,4311,Marburg,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,Median Opening,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view open,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,2,0,0,2,2,0,0,0,0,0,0,0.069675,0.000007
